RMSE,Num_Points,Density,LBP,Class,Category
0.02703305651509251,7,0.25925925925925924,6,4,3
0.0969063816118391,14,0.5185185185185185,56,4,3
0.15050683420000016,29,1.0740740740740742,23,4,3
0.008372904317682587,4,0.14814814814814814,26,4,3
0.155378952962959,12,0.4444444444444444,49,4,3
0.051123855837568045,11,0.4074074074074074,9,4,3
0.13104049744092758,38,1.4074074074074074,41,4,3
0.028286985682035578,7,0.25925925925925924,52,4,3
0.15817483082311276,32,1.1851851851851851,1,4,3
0.38897883330405497,72,2.6666666666666665,4,4,3
0.38031139128049846,51,1.8888888888888888,25,4,3
0.051147832856026726,24,0.8888888888888888,21,4,3
0.042860197489174766,25,0.9259259259259259,59,4,3
0.029837268647124434,22,0.8148148148148148,29,4,3
0.056544188341235105,195,7.222222222222222,28,8,5
0.014496935383577719,157,5.814814814814815,63,8,5
8.155381383406768e-08,3,0.1111111111111111,37,11,5
2.1100270702322418e-07,3,0.1111111111111111,49,11,5
1.4057374523683092e-07,3,0.1111111111111111,2,11,5
0.0019067653550247855,5,0.18518518518518517,56,11,5
3.578889091008601e-07,3,0.1111111111111111,2,11,5
0.002156606039172849,6,0.2222222222222222,10,11,5
1.858816888559526e-07,3,0.1111111111111111,5,11,5
0.0027664089843090454,4,0.14814814814814814,56,11,5
0.007248008906457457,11,0.4074074074074074,41,11,5
0.0007454675314205536,6,0.2222222222222222,38,11,5
0.00209701283889367,7,0.25925925925925924,48,11,5
0.009422822873896656,10,0.37037037037037035,14,11,5
0.02709715924846291,17,0.6296296296296297,22,11,5
0.010068657287570377,16,0.5925925925925926,8,11,5
7.657918181062466e-08,3,0.1111111111111111,31,11,5
0.005764053931787208,23,0.8518518518518519,55,11,5
0.0075910834938076556,6,0.2222222222222222,61,11,5
0.0046238328945842405,8,0.2962962962962963,29,11,5
0.007201387699601907,17,0.6296296296296297,63,11,5
0.002230063786081534,7,0.25925925925925924,57,11,5
4.738645938383824e-05,7,0.25925925925925924,49,11,5
0.0018647463105644709,7,0.25925925925925924,43,11,5
7.816454459231504e-06,5,0.18518518518518517,7,11,5
2.294942791231565e-07,3,0.1111111111111111,0,11,5
2.9846745974570705e-05,6,0.2222222222222222,5,11,5
0.0069266952765653375,15,0.5555555555555556,59,11,5
