RMSE,Num_Points,Density,LBP,Class,Category
0.11030366228050487,21,0.168,626,4,3
0.21934820950597617,40,0.32,125,4,3
0.29887928168948386,28,0.224,643,4,3
0.04174307333050585,17,0.136,89,4,3
0.38897883330405497,72,0.576,964,4,3
0.08463261981523636,27,0.216,666,4,3
0.16375252791648742,22,0.176,151,4,3
0.3779924962294342,52,0.416,537,4,3
0.17618665517320628,25,0.2,602,4,3
0.050912719221445274,47,0.376,891,4,3
0.056544188341235105,195,1.56,860,8,5
0.014496935383577719,157,1.256,1023,8,5
8.846112820037889e-08,3,0.024,97,11,5
5.9076677475881447e-08,3,0.024,569,11,5
0.05260628784287702,5,0.04,497,11,5
0.019005858212924318,8,0.064,534,11,5
0.002156606039172849,6,0.048,10,11,5
0.0026946394151627757,6,0.048,13,11,5
0.009493540037131239,14,0.112,241,11,5
0.006798719832173356,13,0.104,588,11,5
3.550441755410343e-08,3,0.024,975,11,5
0.0233034521852269,24,0.192,580,11,5
3.80282079159855e-08,3,0.024,50,11,5
0.008192707030507862,34,0.272,657,11,5
0.009651170267164513,14,0.112,278,11,5
0.007530719364531853,22,0.176,767,11,5
0.0031363712940983704,11,0.088,440,11,5
0.0042259523887837255,14,0.112,228,11,5
0.0008537969349971972,5,0.04,354,11,5
0.004290372030251245,12,0.096,861,11,5
0.0071862718542279255,17,0.136,667,11,5
0.006509195225697257,16,0.128,887,11,5
0.005985345787348322,23,0.184,758,11,5
0.0006538944120060901,25,0.2,968,11,5
7.454531261012061e-05,9,0.072,29,11,5
0.0054492345357103344,27,0.216,275,11,5
0.006154657122274272,17,0.136,17,11,5
0.008929562936980785,48,0.384,134,11,5
0.005206991754041237,24,0.192,768,11,5
0.009013696249630512,23,0.184,324,11,5
0.003163801172543354,20,0.16,516,11,5
0.004543254943233632,68,0.544,583,11,5
0.0010093123594549032,4,0.032,992,11,5
0.0050410685257698115,45,0.36,114,11,5
0.007152699542542564,24,0.192,708,11,5
0.005845190210900973,20,0.16,892,11,5
0.0061151200896165355,14,0.112,1022,11,5
0.004141492089272175,5,0.04,633,11,5
0.0005857100773877354,4,0.032,794,11,5
8.838726782885628e-09,3,0.024,957,11,5
0.00011649427709120054,4,0.032,991,11,5
0.0014637241381111258,6,0.048,885,11,5
2.593698060030884e-08,3,0.024,928,11,5
1.2082253369914168e-05,7,0.056,103,11,5
6.407944156775851e-09,3,0.024,1,11,5
0.13595065183539082,4,0.032,424,17,5
0.11998491452757067,7,0.056,996,17,5
0.37101788001011815,10,0.08,283,17,5
5.0918060878757396e-09,3,0.024,259,17,5
0.04545619499202918,4,0.032,29,17,5
0.4897980434878718,9,0.072,799,17,5
0.6168397164371495,33,0.264,154,17,5
0.3877338728181164,7,0.056,695,17,5
0.9314486388397002,64,0.512,599,17,5
0.4912739887023606,36,0.288,463,17,5
0.4416268690441693,9,0.072,803,17,5
0.7961428625368825,148,1.184,975,17,5
0.7473922415751744,107,0.856,480,17,5
0.5826218842875914,90,0.72,648,17,5
0.575757647193717,44,0.352,433,17,5
0.6688337631149959,25,0.2,508,17,5
0.6815476899364892,121,0.968,220,17,5
2.2705709795310897e-08,3,0.024,588,17,5
0.6616467894029704,54,0.432,894,17,5
0.4939973037847011,26,0.208,906,17,5
0.28966737633661266,12,0.096,912,17,5
0.45872353006026767,27,0.216,941,17,5
0.7262782525821838,58,0.464,437,17,5
0.11553968743705728,8,0.064,712,17,5
8.380241791246708e-08,3,0.024,1,17,5
0.505160737560216,90,0.72,282,17,5
0.48019836221985474,12,0.096,261,17,5
0.2647002085688588,29,0.232,266,17,5
0.5886538415625024,99,0.792,511,17,5
0.45105115954856095,84,0.672,584,17,5
0.18970311247548646,10,0.08,1008,17,5
0.3805877807900828,54,0.432,817,17,5
0.9318467989648515,147,1.176,72,17,5
8.29423304556561e-07,3,0.024,403,17,5
0.35860920991260903,34,0.272,386,17,5
0.6549930358730736,98,0.784,935,17,5
0.4961026882882156,51,0.408,522,17,5
0.4473617201358949,42,0.336,32,17,5
0.6022359811947015,145,1.16,32,17,5
0.15207671448829294,19,0.152,871,17,5
0.49221497134032854,108,0.864,383,17,5
0.3377277288402326,45,0.36,786,17,5
0.37382964113419703,31,0.248,435,17,5
0.4709226426671325,26,0.208,1023,17,5
0.23380754072013346,78,0.624,769,17,5
0.6908160114338685,93,0.744,1023,17,5
0.5594396581725429,21,0.168,341,17,5
0.6670246423284749,78,0.624,393,17,5
0.5051812468780753,251,2.008,295,17,5
0.11586332932748443,11,0.088,527,17,5
0.8077453355210601,165,1.32,495,17,5
1.0983107667320393,114,0.912,459,17,5
0.27419102305351367,112,0.896,75,17,5
0.1719796942729871,8,0.064,974,17,5
0.33349034564112273,99,0.792,144,17,5
0.6491512072181016,244,1.952,420,17,5
1.258934209621051e-06,3,0.024,536,17,5
0.17411831393754124,9,0.072,490,17,5
0.5658342997073453,11,0.088,991,17,5
0.05234472373732128,5,0.04,473,17,5
0.34867281631153524,70,0.56,959,17,5
0.4610092012778387,384,3.072,931,17,5
0.5529152855522041,91,0.728,1018,17,5
0.8131751401494556,67,0.536,64,17,5
0.6030634383201728,156,1.248,1015,17,5
0.40180863528160343,269,2.152,224,17,5
0.2616511285622256,87,0.696,172,17,5
0.6117913574718025,613,4.904,819,17,5
0.17678037027203747,30,0.24,318,17,5
0.4847110372366049,93,0.744,13,17,5
0.23078211788527483,78,0.624,957,17,5
0.32106514579862566,147,1.176,205,17,5
0.16403434378878856,79,0.632,233,17,5
0.5326509900121826,463,3.704,40,17,5
0.2547451964874109,49,0.392,700,17,5
0.22618591896496706,95,0.76,1011,17,5
0.19205177342907184,34,0.272,535,17,5
0.4798310534832962,623,4.984,996,17,5
0.22158040050313793,88,0.704,863,17,5
0.1867243571104884,223,1.784,317,17,5
0.19749121653214924,439,3.512,953,17,5
0.121180966394279,133,1.064,922,17,5
0.12235252996796993,260,2.08,436,17,5
0.15852438100564797,526,4.208,831,17,5
0.17438430659490667,1334,10.672,495,17,5
0.17026731204832812,3142,25.136,287,17,5
0.1692364252664855,1908,15.264,215,17,5
0.22862001181484318,6539,52.312,389,17,5
0.24079096964439411,6093,48.744,615,17,5
0.20263517657155145,6332,50.656,890,17,5
0.3581177292850229,5733,45.864,1023,17,5
0.31150663920500143,4178,33.424,495,17,5
0.29953672200147935,3038,24.304,863,17,5
0.33738406540816573,1524,12.192,767,17,5
0.25340876188227074,687,5.496,431,17,5
0.2941007431497274,810,6.48,0,17,5
0.24868486736502293,42,0.336,434,17,5
0.31514608175418385,64,0.512,963,17,5
4.999222391518141e-07,3,0.024,197,23,4
0.003628631979241887,6,0.048,448,23,4
8.511944980944503e-05,7,0.056,71,23,4
0.00012014587070419467,8,0.064,909,23,4
0.00017231122187189228,10,0.08,695,23,4
0.0023379065056640226,9,0.072,0,23,4
0.0011344995008843847,11,0.088,959,23,4
0.00014126819172409133,9,0.072,261,23,4
0.002045197668049942,16,0.128,127,23,4
0.023216426524256713,39,0.312,0,23,4
0.0014477433818238232,12,0.096,223,23,4
0.013634965367079355,54,0.432,513,23,4
0.017207087030090648,9,0.072,1016,23,4
0.005082874854039588,4,0.032,529,23,4
0.0016239612502009716,58,0.464,1023,23,4
0.011870836320769847,22,0.176,521,23,4
0.014355261210631905,105,0.84,0,23,4
0.007641165848916457,41,0.328,32,23,4
0.014075056108975753,115,0.92,1023,23,4
0.00802904398257906,89,0.712,199,23,4
0.010479277868135746,176,1.408,576,23,4
0.013708730090793092,166,1.328,3,23,4
0.009965729348621461,225,1.8,144,23,4
0.02035498134449232,29,0.232,83,23,4
0.023678732623255615,219,1.752,340,23,4
0.005616401035011513,158,1.264,1023,23,4
4.585028035921014e-05,5,0.04,977,23,4
0.01662098971057923,95,0.76,511,23,4
0.0037384820860882685,149,1.192,767,23,4
0.00261798287151594,123,0.984,847,23,4
0.0032641286862594653,166,1.328,164,23,4
0.003666505995264126,109,0.872,231,23,4
0.005592357948329349,350,2.8,1023,23,4
0.012545808797328117,166,1.328,508,23,4
0.009773311730585203,99,0.792,56,23,4
0.0065447325280296835,467,3.736,358,23,4
0.012240658719734447,221,1.768,518,23,4
0.0046905444600240705,690,5.52,190,23,4
0.007594544658302895,143,1.144,22,23,4
0.004261908181530265,784,6.272,986,23,4
0.002839895995266515,29,0.232,607,23,4
0.004616566610989948,240,1.92,748,23,4
0.003606257461728648,1411,11.288,1023,23,4
0.007282906426173682,85,0.68,296,23,4
0.0071723533553032385,103,0.824,375,23,4
0.005367693158796796,666,5.328,279,23,4
0.007422358423020022,85,0.68,435,23,4
0.0049855364766916285,73,0.584,208,23,4
0.00911189924901318,365,2.92,916,23,4
0.0049156304367752686,89,0.712,974,23,4
0.0074671037871829465,59,0.472,626,23,4
0.008297287215780696,191,1.528,930,23,4
0.0076616666237225885,106,0.848,473,23,4
0.00979967563617925,63,0.504,535,23,4
0.005208439747176033,140,1.12,781,23,4
0.00748832393488997,120,0.96,1001,23,4
0.0019784777965882114,12,0.096,517,23,4
0.004270223044866504,96,0.768,720,23,4
0.009085345959322146,97,0.776,32,23,4
0.008323516077149604,98,0.784,842,23,4
0.00889452573940963,27,0.216,352,23,4
0.004963102059749381,35,0.28,281,23,4
0.012735721237999379,63,0.504,280,23,4
0.006851423398349102,62,0.496,207,23,4
0.010216557331550608,74,0.592,623,23,4
0.008507686559939054,45,0.36,768,23,4
4.5507608052256884e-08,3,0.024,517,23,4
0.006630348155996778,13,0.104,0,23,4
0.010111188607007679,44,0.352,0,23,4
0.011894231065076116,34,0.272,344,23,4
0.006096640185258968,50,0.4,703,23,4
0.005904955017415351,50,0.4,0,23,4
9.816943617747121e-08,5,0.04,1011,23,4
0.006840290905394819,20,0.16,857,23,4
0.01470474490917393,57,0.456,0,23,4
0.012526833729866812,23,0.184,768,23,4
0.003573943654488748,19,0.152,848,23,4
0.007883419596683365,39,0.312,1020,23,4
0.003994848282026503,39,0.312,639,23,4
0.004802462668697953,13,0.104,255,23,4
0.004116502599436236,18,0.144,704,23,4
0.016139253555511626,26,0.208,391,23,4
5.138573733414344e-05,9,0.072,7,23,4
0.006909885201651139,11,0.088,777,23,4
0.002401068989363984,33,0.264,192,23,4
0.0055047652300681685,33,0.264,223,23,4
0.004130205564136105,18,0.144,1023,23,4
4.029731857652651e-05,10,0.08,39,23,4
0.011117293446120051,8,0.064,960,23,4
1.5557824874686452e-07,3,0.024,141,23,4
