RMSE,Num_Points,Density,LBP,Class,Category
0.21934820950597617,40,0.04,61,4,3
0.40897430477790114,49,0.049,36,4,3
0.04174307333050585,17,0.017,25,4,3
0.39626720490147266,124,0.124,7,4,3
0.21448051487620942,52,0.052,15,4,3
0.16375252791648742,22,0.022,23,4,3
0.050912719221445274,47,0.047,59,4,3
0.056544188341235105,195,0.195,28,8,5
0.014496935383577719,157,0.157,63,8,5
0.020021507239792808,6,0.006,50,11,5
0.004305452939113814,5,0.005,40,11,5
0.05464781038982772,7,0.007,44,11,5
0.022069957991416474,14,0.014,33,11,5
0.011385008460170794,20,0.02,1,11,5
0.022797171930046965,37,0.037,29,11,5
0.006728671723498833,6,0.006,14,11,5
0.011098630927415953,56,0.056,55,11,5
0.009071283592573332,25,0.025,27,11,5
0.0048926535607126415,26,0.026,1,11,5
0.006867934452025506,22,0.022,12,11,5
0.006509195225697257,16,0.016,55,11,5
0.0060363026185785785,48,0.048,60,11,5
0.007109416013076659,26,0.026,1,11,5
0.008320431101769683,75,0.075,54,11,5
0.005117168197772548,92,0.092,7,11,5
0.006605373558859929,92,0.092,18,11,5
0.007152699542542564,24,0.024,4,11,5
0.007621781914340298,39,0.039,59,11,5
0.004830506276890572,11,0.011,58,11,5
0.0056363737269729385,9,0.009,16,11,5
2.593698060030884e-08,3,0.003,32,11,5
6.407944156775851e-09,3,0.003,1,11,5
1.2082253369914168e-05,7,0.007,39,11,5
0.13595065183539082,4,0.004,40,17,5
0.11998491452757067,7,0.007,36,17,5
0.19009512144292284,4,0.004,29,17,5
0.3847471795707885,11,0.011,26,17,5
0.05182371629866331,5,0.005,0,17,5
1.5522469748740062,81,0.081,52,17,5
0.5835234954736709,69,0.069,30,17,5
0.7799948313379387,99,0.099,0,17,5
0.9858652391198839,299,0.299,63,17,5
2.2705709795310897e-08,3,0.003,12,17,5
0.8438112661355269,200,0.2,29,17,5
0.5298201710280699,38,0.038,11,17,5
0.052022814128492904,4,0.004,0,17,5
8.380241791246708e-08,3,0.003,1,17,5
0.8269327207783246,85,0.085,23,17,5
0.6641151397785584,98,0.098,25,17,5
0.5929831020194302,22,0.022,40,17,5
1.5909413000728947,329,0.329,63,17,5
0.44387213639515305,87,0.087,8,17,5
0.5900792080844244,77,0.077,12,17,5
1.1814414177278298,313,0.313,52,17,5
0.758436699267185,204,0.204,33,17,5
0.9165810252511033,175,0.175,55,17,5
0.7058705024443476,277,0.277,16,17,5
0.23380754072013346,78,0.078,1,17,5
0.33167224184753713,19,0.019,3,17,5
1.2835213821666083,622,0.622,17,17,5
0.28109569949077434,115,0.115,13,17,5
0.16657155020838174,10,0.01,30,17,5
1.4170237356417068,174,0.174,12,17,5
1.2075679033527253,610,0.61,20,17,5
0.17678037027203747,30,0.03,62,17,5
1.2748344967681262,449,0.449,52,17,5
0.7303997165220194,691,0.691,40,17,5
0.33019411346100086,242,0.242,51,17,5
1.2999575372516583,1199,1.199,48,17,5
0.2547451964874109,49,0.049,60,17,5
0.22158040050313793,88,0.088,31,17,5
0.26843802000362615,572,0.572,15,17,5
0.15597771219228276,483,0.483,45,17,5
0.18602608791008893,1860,1.86,42,17,5
0.1692364252664855,1908,1.908,23,17,5
0.21180801838101196,9681,9.681,16,17,5
0.35790143800832214,11826,11.826,31,17,5
0.2584320951745154,10510,10.51,7,17,5
0.29805524726571275,3725,3.725,63,17,5
0.3289355163606856,2334,2.334,3,17,5
0.3614500755580772,106,0.106,6,17,5
0.0008974937957845768,10,0.01,0,23,4
0.005955748093367722,7,0.007,16,23,4
0.003573697023699732,18,0.018,23,23,4
0.0034884339048742905,45,0.045,33,23,4
0.0185126043961543,114,0.114,0,23,4
0.01394680005756167,26,0.026,58,23,4
0.01370329913479211,164,0.164,0,23,4
0.015604970573258936,130,0.13,8,23,4
0.018343790778336665,291,0.291,0,23,4
0.030233784139848806,414,0.414,32,23,4
0.011689189053500595,383,0.383,63,23,4
0.022351493883621995,223,0.223,4,23,4
0.005417717473439298,315,0.315,0,23,4
0.003666505995264126,109,0.109,39,23,4
0.009288425835799271,516,0.516,16,23,4
0.011676053225836237,320,0.32,48,23,4
0.00668734757117701,1157,1.157,0,23,4
0.0061452643643267356,383,0.383,4,23,4
0.004370898721378791,2309,2.309,47,23,4
0.006749068326408323,176,0.176,56,23,4
0.010376661545665713,1205,1.205,55,23,4
0.012026357895441573,122,0.122,44,23,4
0.02300874444765082,557,0.557,55,23,4
0.012821152830833168,206,0.206,51,23,4
0.011278856381541674,331,0.331,47,23,4
0.008903454832902558,72,0.072,63,23,4
0.006840290905394819,20,0.02,25,23,4
0.016715343236114937,96,0.096,0,23,4
0.009891208730934907,46,0.046,0,23,4
0.009201705852238827,142,0.142,0,23,4
0.005800006596323682,107,0.107,24,23,4
5.6771529578930244e-05,11,0.011,39,23,4
0.013728187336067423,12,0.012,32,23,4
0.016693354711364853,44,0.044,16,23,4
5.138573733414344e-05,9,0.009,7,23,4
0.011426292221395164,82,0.082,32,23,4
0.0067641831581500235,98,0.098,0,23,4
8.047967764867576e-06,4,0.004,54,23,4
7.515244314343785e-08,3,0.003,35,23,4
0.31913385760950536,78,0.078,29,27,3
0.38275781746161713,86,0.086,30,27,3
0.4384755654756288,71,0.071,11,27,3
0.5117687392107357,658,0.658,60,27,3
0.4538346453862759,311,0.311,63,27,3
0.3465577931803817,203,0.203,26,27,3
0.2648435539245698,197,0.197,31,27,3
0.36198893402454196,71,0.071,29,41,3
0.08894879938325785,6,0.006,43,41,3
0.15485155508827889,29,0.029,9,41,3
0.12546435623218982,7,0.007,28,41,3
0.07679393290784485,20,0.02,55,41,3
0.06817708658065547,18,0.018,43,41,3
0.08767890353743688,30,0.03,17,41,3
0.08851297048570884,45,0.045,36,41,3
0.05676145429352811,42,0.042,55,41,3
0.08477615827233441,13,0.013,6,41,3
0.09005521488797284,28,0.028,44,41,3
0.12640034260000793,17,0.017,25,41,3
0.10678678007661108,30,0.03,63,41,3
0.08075222990620778,62,0.062,63,41,3
0.14176899412887736,23,0.023,1,41,3
0.12971798094700163,31,0.031,20,41,3
0.15153651686121603,29,0.029,50,41,3
0.08671094446233014,20,0.02,3,41,3
0.20451596124312696,30,0.03,29,41,3
0.12206388915254801,19,0.019,61,41,3
0.11612249532325898,14,0.014,62,41,3
0.13795613945885912,615,0.615,46,50,2
0.11304468386541414,1285,1.285,39,50,2
0.099517068765828,26,0.026,56,50,2
0.014449552201580283,7,0.007,7,50,2
0.13854519523920936,74,0.074,30,50,2
0.10774497918828435,78,0.078,12,50,2
0.15193849293603132,2401,2.401,47,50,2
0.11321047237258762,23,0.023,47,50,2
0.07490555754843974,9,0.009,63,50,2
7.507181480409139e-05,5,0.005,7,50,2
3.4639364443478376e-07,3,0.003,55,50,2
0.04026070168863152,14,0.014,28,50,2
0.09599002970850891,317,0.317,37,50,2
0.1104891680068122,57,0.057,63,50,2
0.07992706680428825,24,0.024,9,50,2
0.1380692110528633,151,0.151,48,50,2
0.0639045812708027,54,0.054,11,50,2
0.10168238302418976,29,0.029,11,50,2
0.16557026638304315,182,0.182,31,50,2
0.00033762751708051573,10,0.01,18,50,2
0.11106391293481487,65,0.065,42,50,2
0.04490341311770153,10,0.01,48,50,2
0.09923727426836107,38,0.038,55,50,2
0.04998113701443191,9,0.009,6,50,2
0.061124801411279864,12,0.012,55,50,2
0.00019622104218023956,4,0.004,9,50,2
0.024138723434100354,8,0.008,59,50,2
0.021843281751847778,19,0.019,63,50,2
0.061179658421674485,7,0.007,26,50,2
0.06336335977557775,140,0.14,36,50,2
0.011634381195615513,4,0.004,38,50,2
0.03681836628965621,4,0.004,1,50,2
0.05601691990836702,12,0.012,23,50,2
2.039943278016232e-05,4,0.004,57,50,2
0.0010414525999053105,14,0.014,27,50,2
0.0898642079426397,14,0.014,52,50,2
0.09222623490398811,61,0.061,38,50,2
0.042888078395478056,7,0.007,57,50,2
0.08725945094331847,64,0.064,35,50,2
0.1420574599271645,381,0.381,9,50,2
0.1024239773242261,16,0.016,0,50,2
0.0959904268658961,32,0.032,14,50,2
0.09721443567731335,121,0.121,19,50,2
0.1351578344514117,1005,1.005,31,50,2
0.00041929287942533874,10,0.01,22,50,2
0.032594480362664616,13,0.013,30,50,2
0.00949383303044833,7,0.007,63,50,2
0.08385436466724938,31,0.031,54,50,2
0.10087179720702891,75,0.075,17,50,2
0.041497512397061995,16,0.016,0,50,2
0.06669564741086563,63,0.063,31,50,2
0.08241939259785393,143,0.143,41,50,2
0.13833876564662154,717,0.717,8,50,2
0.1594212922850345,1218,1.218,61,50,2
0.1282260526711389,346,0.346,31,50,2
0.000494832209910055,7,0.007,43,50,2
0.09840845834805764,44,0.044,55,50,2
0.08755389253979147,205,0.205,25,50,2
0.06704183525269262,65,0.065,60,50,2
0.08491848564310847,56,0.056,48,50,2
0.13639538812556834,1649,1.649,30,50,2
0.10179019610276213,5,0.005,12,50,2
0.00017884383746843415,8,0.008,0,50,2
0.09697240089565996,3032,3.032,54,50,2
0.1398222756719455,1498,1.498,48,50,2
0.11860454612700447,20,0.02,29,50,2
0.11247862660638379,57,0.057,29,50,2
0.09783931132082604,77,0.077,15,50,2
8.43757774759982e-09,3,0.003,17,50,2
0.07308580997368945,32,0.032,43,50,2
0.10252073671104424,289,0.289,28,50,2
0.14382485002901174,1493,1.493,45,50,2
0.0012931039652784213,9,0.009,22,50,2
0.0008299122953394346,14,0.014,15,50,2
0.09117387503302164,35,0.035,0,50,2
0.08705505298711129,16,0.016,48,50,2
0.10829955004753744,388,0.388,47,50,2
0.001167284832061447,16,0.016,3,50,2
4.215590690620355e-05,4,0.004,40,50,2
0.08204287654597257,100,0.1,32,50,2
0.1164146230309379,162,0.162,0,50,2
0.1365132297077093,82,0.082,4,50,2
0.0717589356218538,41,0.041,8,50,2
0.15376099899842502,513,0.513,10,50,2
0.05094464230477943,7,0.007,27,50,2
0.08108718787353437,228,0.228,39,50,2
0.15965754023511686,137,0.137,29,50,2
0.13494967367661137,999,0.999,8,50,2
0.09786126979514063,6,0.006,8,51,1
0.23674932001720966,50,0.05,63,51,1
0.17800002864854958,56,0.056,53,51,1
0.16521733742210193,40,0.04,60,51,1
0.2036370861599371,124,0.124,47,51,1
0.1785454203956977,105,0.105,16,51,1
0.3146069074410588,598,0.598,55,51,1
0.1509718409071028,225,0.225,20,51,1
0.33966370487202485,2118,2.118,47,51,1
0.09999277077617316,96,0.096,25,51,1
0.29847038268596293,6810,6.81,12,51,1
0.1258862684086135,879,0.879,55,51,1
0.2880195066840062,12342,12.342,51,51,1
0.14451269047080656,684,0.684,36,51,1
0.2949819553134764,2609,2.609,31,51,1
0.17646414164753746,1740,1.74,17,51,1
0.1197790409324369,23,0.023,2,51,1
0.23675678884160883,1047,1.047,39,51,1
0.2356060379498359,708,0.708,50,51,1
0.22266880739828118,58,0.058,61,51,1
0.28294603959927417,472,0.472,48,51,1
0.13074052582689474,13,0.013,15,51,1
0.13745253152994774,84,0.084,28,51,1
0.14452744100900952,65,0.065,47,51,1
0.08674606361833272,43,0.043,32,51,1
0.20786193256301247,53,0.053,29,51,1
0.10925135959821143,55,0.055,35,51,1
0.05362661590616218,9,0.009,54,51,1
0.07382196787104059,19,0.019,0,51,1
6.686080000761763e-08,3,0.003,35,51,1
0.16780655903428465,105,0.105,32,51,1
0.1948129679151445,281,0.281,63,51,1
0.1026595229785179,29,0.029,11,51,1
0.0444631754376748,9,0.009,2,51,1
0.2745005965275118,35,0.035,13,51,1
0.295465657287151,56,0.056,63,51,1
0.09655297373254758,80,0.08,63,51,1
0.1534685711871009,118,0.118,12,51,1
0.17526031633649053,160,0.16,35,51,1
0.2073571537289718,240,0.24,25,51,1
0.24041659868494353,237,0.237,22,51,1
0.16544325371583482,104,0.104,31,51,1
0.05446281224181261,10,0.01,61,51,1
0.0028508701810779427,7,0.007,24,51,1
0.17685271393553137,11,0.011,60,51,1
0.16459237820883707,29,0.029,59,51,1
0.10241708647595181,14,0.014,63,51,1
0.07188142090987097,13,0.013,32,51,1
0.08596025711906582,19,0.019,63,51,1
0.13542045296267083,101,0.101,39,51,1
0.10280430182083167,107,0.107,19,51,1
0.07869326701070412,73,0.073,56,51,1
0.016053029368914295,10,0.01,37,51,1
0.12267078255119301,24,0.024,38,51,1
0.11265496550751378,15,0.015,31,51,1
0.16747681394904454,16,0.016,28,51,1
6.903883595194948e-05,6,0.006,27,51,1
6.236615561761027e-07,3,0.003,59,51,1
0.02337690727202822,5,0.005,61,51,1
0.20192409834634772,7,0.007,63,59,3
0.4715465528931541,18,0.018,3,59,3
1.0088831241618264,53,0.053,62,59,3
0.581498321923576,188,0.188,55,59,3
0.6539783678112535,26,0.026,62,59,3
0.8273746606269885,190,0.19,50,59,3
0.32350269663176096,11,0.011,53,59,3
0.751582226982375,298,0.298,14,59,3
1.2473939077555798,163,0.163,63,59,3
0.7835375458573088,327,0.327,55,59,3
0.5467354460713683,66,0.066,16,59,3
0.8349001004428227,381,0.381,30,59,3
0.18297075923798245,10,0.01,10,59,3
0.6467744583429511,353,0.353,22,59,3
1.4145458413550354,516,0.516,18,59,3
1.009103016828904,534,0.534,48,59,3
0.43242189642419926,20,0.02,0,59,3
1.0353144061862936,641,0.641,4,59,3
0.2932848001642751,54,0.054,32,59,3
1.0543881945752729,379,0.379,44,59,3
0.19033821832261308,75,0.075,6,59,3
0.2528663890485938,13,0.013,0,59,3
1.1357871811431708,619,0.619,53,59,3
0.23560572290973453,109,0.109,58,59,3
0.5823034906674739,82,0.082,40,59,3
1.43719789247089,509,0.509,43,59,3
0.23059758335504998,105,0.105,31,59,3
0.9035713172454121,48,0.048,10,59,3
1.1273229320909879,526,0.526,48,59,3
0.2294190366716211,27,0.027,34,59,3
0.6325712353480563,106,0.106,44,59,3
0.6939612149112014,233,0.233,30,59,3
0.46488925871909437,110,0.11,23,59,3
0.44257031497473026,69,0.069,31,59,3
0.1497608433775917,9,0.009,9,59,3
0.2962796823479889,20,0.02,55,59,3
0.8961215092769268,115,0.115,63,59,3
0.7861793340265808,233,0.233,29,59,3
0.9041756805923331,118,0.118,52,59,3
0.9643299855237217,364,0.364,48,59,3
0.5738975586121868,421,0.421,47,59,3
0.3659873917462723,146,0.146,51,59,3
0.7497505225440362,404,0.404,36,59,3
0.8244093097936736,446,0.446,41,59,3
0.6521136622540546,53,0.053,41,59,3
0.37362201532939826,33,0.033,20,59,3
0.4991606736844477,390,0.39,0,59,3
0.659949003523477,415,0.415,8,59,3
0.28982899262512096,67,0.067,42,59,3
0.48540011316469045,58,0.058,18,59,3
0.38114417075282153,223,0.223,1,59,3
0.4479401878616292,271,0.271,4,59,3
0.28088038885869376,48,0.048,23,59,3
0.21352373177082679,14,0.014,57,59,3
0.26911896571112826,93,0.093,63,59,3
1.5079004877331197e-06,3,0.003,63,59,3
1.335926398837728e-06,3,0.003,61,59,3
1.1732856601091395e-07,3,0.003,5,0,5
0.12502417244744274,5,0.005,63,4,3
0.23138993107534034,35,0.035,29,4,3
0.0727933016619869,14,0.014,62,4,3
0.1358184148886483,24,0.024,46,4,3
0.31676700063206215,24,0.024,29,4,3
0.22535994044527283,34,0.034,5,4,3
0.0575903357172008,196,0.196,30,8,5
0.01661872199465216,157,0.157,63,8,5
0.010600216431650348,4,0.004,7,11,5
1.6666477412978037e-07,3,0.003,12,11,5
0.016027987124980315,8,0.008,19,11,5
0.0053126740278224465,6,0.006,38,11,5
0.008253530610687211,11,0.011,60,11,5
7.752624793984826e-08,3,0.003,1,11,5
0.009527650929184672,23,0.023,8,11,5
0.005944150118595146,8,0.008,0,11,5
0.006090348144439596,43,0.043,32,11,5
0.004272247287182403,12,0.012,42,11,5
0.011759837142284076,40,0.04,22,11,5
0.0027480074603819537,7,0.007,33,11,5
0.005977341716992073,16,0.016,0,11,5
0.006392349391394636,16,0.016,61,11,5
0.006446322254269348,10,0.01,62,11,5
0.006218020167771115,57,0.057,34,11,5
8.880824899783768e-07,4,0.004,0,11,5
0.036372710924501804,34,0.034,7,11,5
0.010074411307046708,50,0.05,53,11,5
0.009910619235019088,65,0.065,56,11,5
0.005383416335468604,17,0.017,4,11,5
0.006406760928039542,14,0.014,48,11,5
0.0027370943021581087,8,0.008,14,11,5
0.006357938456577042,12,0.012,35,11,5
7.632464511721393e-05,11,0.011,3,11,5
0.0011544583951763805,5,0.005,8,11,5
0.0012988836622963493,9,0.009,31,11,5
0.2519443190472723,15,0.015,3,17,5
0.09260165416387746,4,0.004,11,17,5
3.0554549408336086e-06,3,0.003,34,17,5
0.6084712083388031,45,0.045,16,17,5
0.6202084307611873,34,0.034,41,17,5
1.0227462366885076,235,0.235,44,17,5
0.35875383396081445,9,0.009,51,17,5
0.8836474086579564,207,0.207,55,17,5
0.4383539130319867,31,0.031,32,17,5
0.7028018093991154,36,0.036,34,17,5
0.7563006484393103,31,0.031,6,17,5
0.8060484956655404,64,0.064,15,17,5
0.2360277535953854,10,0.01,3,17,5
0.2240513803989119,11,0.011,0,17,5
0.8662430155274334,143,0.143,42,17,5
0.4766408463992253,130,0.13,29,17,5
0.26849476256063814,16,0.016,39,17,5
0.33663927287167605,30,0.03,50,17,5
1.5596044426938958,347,0.347,28,17,5
0.36751095329102895,57,0.057,61,17,5
1.251931250739097,100,0.1,10,17,5
0.8662485881145279,94,0.094,25,17,5
0.18088069477964133,16,0.016,44,17,5
0.06406693093532735,4,0.004,20,17,5
0.7785652211540879,67,0.067,59,17,5
1.1706390788165677,299,0.299,63,17,5
0.5450471541418813,157,0.157,47,17,5
1.5712212808266578e-06,3,0.003,24,17,5
1.271879754518691,80,0.08,9,17,5
1.3107118119580294,533,0.533,11,17,5
0.3885821512887013,48,0.048,14,17,5
1.3774514744758724,263,0.263,56,17,5
0.6552149637381055,262,0.262,39,17,5
0.47968611644394515,137,0.137,36,17,5
1.2707650847754952,442,0.442,48,17,5
0.24492469915835074,47,0.047,56,17,5
0.2083949271645284,53,0.053,15,17,5
0.3200357012511671,54,0.054,63,17,5
0.10492193225987578,19,0.019,17,17,5
0.22698822831478777,104,0.104,47,17,5
0.5118601551672932,271,0.271,63,17,5
0.24389054102822122,136,0.136,48,17,5
0.24308838769522384,313,0.313,33,17,5
0.24562709183447184,773,0.773,26,17,5
0.39140235639586496,4151,4.151,58,17,5
0.3052293625883425,2104,2.104,21,17,5
0.39432768536508217,15583,15.583,63,17,5
0.29397090239161283,7780,7.78,28,17,5
0.27895913590486815,1997,1.997,30,17,5
0.417309979988973,6177,6.177,33,17,5
0.24797704739388535,50,0.05,61,17,5
0.05718768196046957,4,0.004,23,17,5
0.30998686882853704,580,0.58,62,17,5
0.30681834825758836,23,0.023,19,17,5
0.37685012784458727,72,0.072,8,17,5
0.28046492737006606,11,0.011,61,17,5
0.11463726378696244,9,0.009,38,17,5
0.15678082022291465,42,0.042,33,17,5
0.11746037989137559,28,0.028,39,17,5
0.1456547598104991,34,0.034,45,17,5
0.19118835631462305,30,0.03,6,17,5
0.11775427030517953,15,0.015,4,17,5
0.3095165293868898,122,0.122,16,17,5
0.1057246155822669,8,0.008,63,17,5
0.08843752132525472,12,0.012,2,17,5
8.220821112736587e-08,3,0.003,1,23,4
0.001849857697058255,10,0.01,63,23,4
0.005165654689495503,38,0.038,1,23,4
2.812201583755775e-05,5,0.005,56,23,4
0.004715861461892436,52,0.052,19,23,4
0.004098685695746735,33,0.033,16,23,4
0.004981640534573313,66,0.066,16,23,4
0.019887471981040947,103,0.103,12,23,4
0.005219250863975211,103,0.103,29,23,4
0.025448422110925916,239,0.239,0,23,4
0.0030671749172575323,185,0.185,4,23,4
0.004806315340302758,313,0.313,14,23,4
0.004615312636298111,350,0.35,55,23,4
0.0034249447829467518,200,0.2,3,23,4
0.0033039509051138796,320,0.32,0,23,4
0.003386818418120082,99,0.099,48,23,4
0.006080439801727853,641,0.641,0,23,4
0.01150774803083438,439,0.439,2,23,4
0.008888651914393145,1312,1.312,7,23,4
0.013663191598316908,1201,1.201,0,23,4
0.01379171566493453,3013,3.013,28,23,4
0.011480397466127725,1293,1.293,31,23,4
0.009826785238086538,1960,1.96,60,23,4
0.005781476055607186,275,0.275,12,23,4
0.0023263969920836224,6,0.006,16,23,4
0.015954062301561926,260,0.26,9,23,4
0.01295748062172127,395,0.395,15,23,4
0.007867657448426098,688,0.688,28,23,4
0.008323159928269507,445,0.445,7,23,4
0.0015575148744490566,10,0.01,19,23,4
0.00021190883630255053,6,0.006,1,23,4
0.000352224011210022,15,0.015,35,23,4
0.009995725094316217,24,0.024,9,23,4
0.011341031487467602,106,0.106,26,23,4
0.014323100567695014,231,0.231,0,23,4
0.009577486236908008,98,0.098,32,23,4
0.01103168926469612,290,0.29,61,23,4
0.008001635698564623,301,0.301,31,23,4
0.004453768129472349,114,0.114,58,23,4
8.04085571193455e-05,11,0.011,60,23,4
0.00028080463983954664,14,0.014,55,23,4
0.01041920222324501,78,0.078,32,23,4
0.004524675043923265,85,0.085,0,23,4
0.004438544204633572,28,0.028,63,23,4
0.15567565409819653,13,0.013,51,27,3
0.38350247504336504,33,0.033,60,27,3
0.32463388952256367,143,0.143,59,27,3
0.79576151908143,137,0.137,38,27,3
0.5457381837269025,98,0.098,62,27,3
0.5853865690009619,218,0.218,25,27,3
0.4985562507352605,252,0.252,59,27,3
0.4681397367294049,194,0.194,58,27,3
0.1047187278207814,14,0.014,5,38,3
4.339854559054501e-08,3,0.003,11,38,3
0.010619824790441703,8,0.008,18,38,3
0.2845572930623681,60,0.06,1,41,3
0.1559568675193256,17,0.017,62,41,3
0.12099651772311985,26,0.026,54,41,3
0.09851928899998336,15,0.015,12,41,3
0.16281487991044435,14,0.014,47,41,3
0.08536861624637329,16,0.016,31,41,3
0.0896072557791373,11,0.011,63,41,3
0.1007098825747248,62,0.062,32,41,3
0.07548149054330536,41,0.041,43,41,3
0.059478189602113,13,0.013,28,41,3
0.07883271705983291,60,0.06,46,41,3
0.08526154110057227,12,0.012,55,41,3
0.10561145812258114,122,0.122,4,41,3
0.0880023839473254,54,0.054,6,41,3
2.9466054253986705e-08,3,0.003,63,41,3
0.09155956995258051,25,0.025,51,41,3
0.09419049781377815,15,0.015,2,41,3
0.0702340061914488,7,0.007,15,41,3
0.11254908107234927,25,0.025,13,41,3
0.21381742236418064,111,0.111,24,41,3
0.16807462878093057,49,0.049,15,41,3
0.050911832945097345,10,0.01,60,41,3
0.2503055487665575,55,0.055,52,41,3
0.14148756426720163,74,0.074,57,41,3
0.16367831632430543,8,0.008,15,41,3
0.2679952773169462,66,0.066,41,41,3
3.982439308417944e-08,3,0.003,59,41,3
1.1394242647490282e-08,3,0.003,5,41,3
0.17545199088468166,233,0.233,14,50,2
0.12519450693101908,1343,1.343,47,50,2
0.08508820303705535,88,0.088,53,50,2
0.0008274849592736271,11,0.011,38,50,2
0.14537524726108922,555,0.555,51,50,2
